2, 21
2, 27
2, 11
2, 38
2, 62
2, 3
2, 57
2, 84
2, 48
2, 74
21, 27
21, 38
21, 37
21, 23
21, 36
21, 25
21, 24
21, 26
21, 22
27, 36
27, 35
27, 32
27, 34
27, 28
27, 31
27, 30
27, 29
27, 33
11, 19
11, 16
11, 12
11, 20
11, 15
11, 17
11, 14
11, 13
11, 18
38, 39
38, 41
38, 43
38, 45
38, 40
38, 44
38, 42
38, 47
38, 46
62, 67
62, 71
62, 66
62, 63
62, 70
62, 65
62, 69
62, 68
62, 64
3, 94
3, 7
3, 5
3, 4
3, 9
3, 1
3, 10
3, 6
3, 8
57, 62
57, 58
57, 67
57, 61
57, 73
57, 96
57, 59
57, 60
57, 72
84, 90
84, 85
84, 93
84, 87
84, 91
84, 88
84, 86
84, 92
84, 89
48, 49
48, 50
48, 51
48, 56
48, 55
48, 54
48, 52
48, 95
48, 53
74, 81
74, 75
74, 77
74, 82
74, 83
74, 78
74, 76
74, 80
74, 79
5, 91
5, 46
5, 6
5, 36
5, 81
5, 26
5, 56
5, 66
5, 16
5, 76
91, 97
91, 94
91, 96
91, 93
91, 98
91, 99
91, 92
91, 95
91, 100
46, 53
46, 50
46, 49
46, 48
46, 55
46, 52
46, 54
46, 51
46, 47
6, 13
6, 8
6, 10
6, 14
6, 15
6, 11
6, 12
6, 7
6, 9
36, 42
36, 39
36, 38
36, 37
36, 45
36, 43
36, 41
36, 44
36, 40
81, 90
81, 87
81, 86
81, 89
81, 82
81, 83
81, 85
81, 88
81, 84
26, 35
26, 32
26, 27
26, 29
26, 30
26, 28
26, 31
26, 34
26, 33
56, 59
56, 62
56, 60
56, 63
56, 58
56, 61
56, 64
56, 57
56, 65
66, 68
66, 71
66, 70
66, 69
66, 73
66, 75
66, 72
66, 67
66, 74
16, 19
16, 22
16, 20
16, 24
16, 23
16, 21
16, 17
16, 18
16, 25
76, 79
76, 80
76, 77
76, 78
76, 101
76, 2
76, 1
76, 4
76, 3
2, 37
2, 3
2, 12
2, 74
2, 64
2, 25
2, 47
2, 22
2, 48
37, 40
37, 39
37, 46
37, 42
37, 44
37, 38
37, 41
37, 45
37, 43
3, 10
3, 5
3, 8
3, 9
3, 6
3, 11
3, 4
3, 7
3, 1
12, 14
12, 15
12, 19
12, 18
12, 13
12, 21
12, 16
12, 20
12, 17
74, 78
74, 75
74, 81
74, 83
74, 80
74, 76
74, 79
74, 77
74, 82
64, 66
64, 68
64, 69
64, 67
64, 71
64, 72
64, 70
64, 65
64, 73
25, 28
25, 27
25, 34
25, 29
25, 33
25, 32
25, 30
25, 31
25, 26
47, 48
47, 56
47, 55
47, 59
47, 60
47, 57
47, 51
47, 58
47, 61
22, 37
22, 25
22, 23
22, 40
22, 24
22, 36
22, 39
22, 46
22, 35
48, 55
48, 51
48, 53
48, 50
48, 54
48, 52
48, 49
48, 63
48, 62
3, 64
3, 82
3, 14
3, 54
3, 34
3, 67
3, 4
3, 44
3, 24
64, 67
64, 65
64, 78
64, 79
64, 81
64, 77
64, 76
64, 80
64, 66
82, 86
82, 85
82, 84
82, 87
82, 90
82, 88
82, 83
82, 1
82, 89
14, 21
14, 19
14, 15
14, 18
14, 23
14, 22
14, 17
14, 16
14, 20
54, 58
54, 57
54, 59
54, 61
54, 55
54, 63
54, 62
54, 56
54, 60
34, 38
34, 43
34, 37
34, 41
34, 36
34, 42
34, 40
34, 39
34, 35
67, 75
67, 70
67, 74
67, 69
67, 71
67, 68
67, 73
67, 2
67, 72
4, 6
4, 12
4, 13
4, 9
4, 11
4, 5
4, 10
4, 8
4, 7
44, 48
44, 53
44, 50
44, 45
44, 47
44, 46
44, 49
44, 52
44, 51
24, 25
24, 33
24, 28
24, 27
24, 30
24, 32
24, 26
24, 29
24, 31
1, 73
1, 14
1, 38
1, 61
1, 56
1, 22
1, 3
1, 2
1, 45
1, 28
73, 75
73, 81
73, 80
73, 82
73, 77
73, 76
73, 78
73, 74
73, 79
14, 22
14, 21
14, 20
14, 17
14, 18
14, 27
14, 16
14, 15
14, 19
38, 45
38, 41
38, 49
38, 42
38, 44
38, 47
38, 39
38, 43
38, 40
61, 64
61, 68
61, 69
61, 66
61, 63
61, 65
61, 62
61, 67
61, 70
56, 61
56, 60
56, 59
56, 58
56, 68
56, 71
56, 57
56, 66
56, 72
22, 26
22, 25
22, 24
22, 23
22, 13
3, 10
3, 9
3, 4
3, 12
3, 5
3, 11
3, 8
3, 7
3, 6
2, 73
2, 14
2, 38
2, 61
2, 56
2, 22
2, 3
2, 45
2, 28
45, 49
45, 48
45, 52
45, 55
45, 46
45, 54
45, 51
